EventName,StartDate,EventType,BookingReference,AttendeeReference,GroupSize,IsLeadAttendee,AttendeeGrossCost,EventId,BookingStatus,AttendeeType,TicketType,StatusCreatedDate,ClientId
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452158,A502856,2,TRUE,27,12445,Attending,Graduand,PM Ceremony ,26/10/2017 10:12,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452158,A502857,2,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:12,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452162,A502861,3,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 10:16,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452162,A502862,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:16,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452162,A502863,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:16,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452165,A502868,3,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 10:21,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452165,A502869,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:21,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452165,A502870,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:21,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452167,A502872,2,TRUE,0,12445,Attending,Graduand,AM Ceremony,26/10/2017 10:22,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452167,A502873,2,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 10:22,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452172,A502878,1,TRUE,27,12445,Attending,Graduand,AM Ceremony,26/10/2017 10:36,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452172,A502879,1,FALSE,0,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 10:36,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452172,A502880,1,FALSE,0,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 10:36,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452172,A502881,1,FALSE,0,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 10:36,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452174,A502883,1,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 10:39,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452175,A502884,1,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 10:42,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452176,A502885,1,TRUE,0,12445,Attending,Graduand,AM Ceremony,26/10/2017 10:45,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452177,A502886,1,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 10:46,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452179,A502888,1,TRUE,75,12445,Attending,Graduand,PM Ceremony ,26/10/2017 10:46,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452179,A502889,1,FALSE,0,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:46,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452179,A502890,1,FALSE,0,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:46,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452180,A502891,2,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 10:47,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452180,A502892,2,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:47,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452181,A502893,2,TRUE,75,12445,Attending,Graduand,AM Ceremony,26/10/2017 10:47,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452181,A502894,2,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 10:47,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452184,A502897,1,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 10:52,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452179,A502902,1,FALSE,0,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:55,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452179,A502903,1,FALSE,0,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:55,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452189,A502904,5,TRUE,27,12445,Attending,Graduand,PM Ceremony ,26/10/2017 10:59,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452189,A502905,5,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:59,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452189,A502906,5,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:59,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452189,A502907,5,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:59,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452189,A502908,5,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 10:59,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452191,A502910,2,TRUE,0,12445,Attending,Graduand,AM Ceremony,26/10/2017 11:08,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452191,A502911,2,FALSE,0,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:08,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452192,A502912,5,TRUE,27,12445,Attending,Graduand,AM Ceremony,26/10/2017 11:10,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452192,A502913,5,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:10,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452192,A502914,5,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:10,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452192,A502915,5,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:10,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452192,A502916,5,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:10,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452193,A502917,8,TRUE,102,12445,Attending,Graduand,AM Ceremony,26/10/2017 11:11,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452193,A502918,8,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:11,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452193,A502919,8,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:11,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452193,A502920,8,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:11,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452193,A502921,8,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:11,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452193,A502922,8,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:11,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452193,A502923,8,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:11,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452194,A502924,0,TRUE,0,12445,Cancelled,Graduand,AM Ceremony,26/10/2017 11:11,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452194,A502925,0,FALSE,0,12445,Cancelled,Guest,Guest AM Ceremony,26/10/2017 11:12,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452195,A502926,2,TRUE,0,12445,Attending,Graduand,AM Ceremony,26/10/2017 11:12,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452195,A502927,2,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:12,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452197,A502930,2,TRUE,27,12445,Attending,Graduand,AM Ceremony,26/10/2017 11:13,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452197,A502931,2,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:13,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452201,A502936,3,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 11:17,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452201,A502937,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 11:17,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452201,A502938,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 11:17,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452203,A502940,3,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 11:20,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452203,A502941,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 11:20,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452203,A502942,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 11:20,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452204,A502943,3,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 11:22,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452204,A502944,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 11:22,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452204,A502945,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 11:22,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452206,A502947,4,TRUE,27,12445,Attending,Graduand,AM Ceremony,26/10/2017 11:24,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452206,A502948,4,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:24,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452206,A502949,4,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:24,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452206,A502950,4,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:24,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452210,A502954,5,TRUE,102,12445,Attending,Graduand,AM Ceremony,26/10/2017 11:25,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452210,A502955,5,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:25,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452210,A502956,5,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:25,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452210,A502957,5,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:25,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452210,A502958,5,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:25,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452215,A502963,3,TRUE,0,12445,Attending,Graduand,AM Ceremony,26/10/2017 11:26,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452215,A502964,3,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:26,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452215,A502965,3,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:26,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452215,A502966,3,FALSE,0,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 11:26,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452216,A502967,0,TRUE,0,12445,Cancelled,Graduand,AM Ceremony,26/10/2017 11:27,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452216,A502968,0,FALSE,0,12445,Cancelled,Guest,Guest AM Ceremony,26/10/2017 11:27,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452220,A502973,5,TRUE,27,12445,Attending,Graduand,AM Ceremony,26/10/2017 11:33,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452220,A502974,5,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:33,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452220,A502975,5,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:33,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452220,A502976,5,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:33,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452220,A502977,5,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:33,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452221,A502978,2,TRUE,27,12445,Attending,Graduand,AM Ceremony,26/10/2017 11:36,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452221,A502979,2,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:36,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452221,A502980,2,FALSE,0,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 11:36,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452234,A502994,1,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 12:05,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452234,A502995,1,FALSE,0,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 12:05,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452234,A502996,1,FALSE,0,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 12:05,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452235,A502997,2,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 12:07,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452235,A502998,2,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 12:07,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452246,A503011,2,TRUE,75,12445,Attending,Graduand,PM Ceremony ,26/10/2017 12:17,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452246,A503012,2,FALSE,125,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 12:17,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452250,A503017,2,TRUE,27,12445,Attending,Graduand,AM Ceremony,26/10/2017 12:32,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452250,A503018,2,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 12:32,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452260,A503031,1,TRUE,0,12445,Attending,Graduand,AM Ceremony,26/10/2017 12:59,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452262,A503033,1,TRUE,75,12445,Attending,Graduand,AM Ceremony,26/10/2017 13:02,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452265,A503037,2,TRUE,102,12445,Attending,Graduand,AM Ceremony,26/10/2017 13:10,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452265,A503038,2,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 13:10,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452266,A503039,3,TRUE,75,12445,Attending,Graduand,PM Ceremony ,26/10/2017 13:12,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452266,A503040,3,FALSE,125,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 13:12,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452277,A503058,2,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 13:34,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452277,A503059,2,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 13:34,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452281,A503063,4,TRUE,0,12445,Attending,Graduand,AM Ceremony,26/10/2017 13:38,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452281,A503064,4,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 13:38,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452281,A503065,4,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 13:38,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452288,A503074,2,TRUE,0,12445,Attending,Graduand,AM Ceremony,26/10/2017 13:43,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452288,A503075,2,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 13:43,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452292,A503079,4,TRUE,102,12445,Attending,Graduand,PM Ceremony ,26/10/2017 13:52,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452292,A503080,4,FALSE,125,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 13:52,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452292,A503081,4,FALSE,125,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 13:52,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452292,A503082,4,FALSE,125,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 13:52,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452294,A503084,4,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 13:55,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452294,A503085,4,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 13:55,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452294,A503086,4,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 13:55,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452294,A503087,4,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 13:55,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452295,A503088,3,TRUE,27,12445,Attending,Graduand,PM Ceremony ,26/10/2017 13:55,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452295,A503089,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 13:55,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452298,A503092,3,TRUE,102,12445,Attending,Graduand,AM Ceremony,26/10/2017 14:00,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452298,A503093,3,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 14:00,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452298,A503094,3,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 14:00,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452300,A503096,2,TRUE,0,12445,Attending,Graduand,AM Ceremony,26/10/2017 14:04,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452300,A503097,2,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 14:04,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452301,A503098,1,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 14:04,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452303,A503100,2,TRUE,102,12445,Attending,Graduand,PM Ceremony ,26/10/2017 14:10,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452303,A503101,2,FALSE,125,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 14:10,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452310,A503108,3,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 14:20,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452310,A503109,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 14:20,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452310,A503110,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 14:20,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452295,A503118,3,FALSE,0,12445,Attending,Child,Child (PM ceremony),26/10/2017 14:32,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452322,A503123,3,TRUE,102,12445,Attending,Graduand,AM Ceremony,26/10/2017 14:37,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452322,A503124,3,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 14:37,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452322,A503125,3,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 14:37,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452332,A503135,1,TRUE,102,12445,Attending,Graduand,AM Ceremony,26/10/2017 14:50,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452337,A503140,3,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 14:59,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452337,A503141,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 14:59,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452337,A503142,3,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 14:59,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452338,A503143,2,TRUE,27,12445,Attending,Graduand,AM Ceremony,26/10/2017 15:00,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452338,A503144,2,FALSE,50,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 15:00,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452343,A503149,2,TRUE,75,12445,Attending,Graduand,AM Ceremony,26/10/2017 15:06,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452343,A503150,2,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 15:06,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452347,A503154,0,TRUE,0,12445,Cancelled,Graduand,AM Ceremony,26/10/2017 15:13,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452361,A503169,1,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 15:32,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452373,A503181,1,TRUE,0,12445,Attending,Graduand,AM Ceremony,26/10/2017 15:59,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452385,A503193,2,TRUE,27,12445,Attending,Graduand,PM Ceremony ,26/10/2017 16:18,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452385,A503194,2,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 16:18,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452394,A503203,2,TRUE,0,12445,Attending,Graduand,PM Ceremony ,26/10/2017 16:30,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452394,A503204,2,FALSE,0,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 16:30,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452394,A503205,2,FALSE,50,12445,Attending,Guest,Guest PM Ceremony,26/10/2017 16:30,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452347,A503210,0,FALSE,0,12445,Cancelled,Guest,Guest AM Ceremony,26/10/2017 16:37,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452347,A503211,0,FALSE,0,12445,Cancelled,Guest,Guest AM Ceremony,26/10/2017 16:37,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452347,A503212,0,FALSE,0,12445,Cancelled,Guest,Guest AM Ceremony,26/10/2017 16:37,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452347,A503213,0,FALSE,0,12445,Cancelled,Guest,Guest AM Ceremony,26/10/2017 16:37,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452347,A503214,0,FALSE,0,12445,Cancelled,Guest,Guest AM Ceremony,26/10/2017 16:37,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452347,A503215,0,FALSE,0,12445,Cancelled,Guest,Guest AM Ceremony,26/10/2017 16:37,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452347,A503216,0,FALSE,0,12445,Cancelled,Guest,Guest AM Ceremony,26/10/2017 16:37,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452402,A503221,4,TRUE,75,12445,Attending,Graduand,AM Ceremony,26/10/2017 16:43,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452402,A503222,4,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 16:43,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452402,A503223,4,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 16:43,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452402,A503224,4,FALSE,125,12445,Attending,Guest,Guest AM Ceremony,26/10/2017 16:43,249
University of London International Programmes 2018 Graduation Ceremony ,06/03/2018 00:00,,B452404,A503226,2,TRUE,75,12445,Attending,Graduand,PM Ceremony ,26/10/2017 16:43,249
